lead,time_from_QRS_s,high_risk_median_mV,low_risk_median_mV,high_risk_mean_absolute_IG,high_risk_n,low_risk_n
I,-0.08,-0.008892649319022894,-0.030707405414432287,7.95533829226694e-05,507,1022
I,-0.07,-0.012166614644229412,-0.035944768227636814,7.914775132955622e-05,507,1022
I,-0.06,-0.013483715243637562,-0.03749311249703169,8.568248959017321e-05,507,1022
I,-0.05,-0.013311791233718395,-0.040160369127988815,0.00010625889980673093,507,1022
I,-0.04,-0.008308863267302513,-0.03739591874182224,0.000160912136565441,507,1022
I,-0.03,0.00844674464315176,-0.046524932608008385,0.0002883174591529771,507,1022
I,-0.02,0.08321088552474976,0.05877204146236181,0.00044104978312020654,507,1022
I,-0.01,0.235152468085289,0.4129190593957901,0.0006297236660422779,507,1022
I,0.0,0.3018058091402054,0.627327024936676,0.0009695301664812166,507,1022
I,0.01,0.14591866731643677,0.3160637617111206,0.0004889596829138427,507,1022
I,0.02,0.017401373013854027,-0.00013819275773130357,0.00016365043290984048,507,1022
I,0.03,-0.019600585103034973,-0.03236941294744611,0.00010888263390514768,507,1022
I,0.04,-0.03592268377542496,-0.03653367515653372,9.09228886431992e-05,507,1022
I,0.05,-0.03779275715351105,-0.03525976091623306,8.665855806021144e-05,507,1022
I,0.06,-0.03902728855609894,-0.03815241530537605,8.010104466286557e-05,507,1022
I,0.07,-0.037728115916252136,-0.036918822675943375,8.040819668398296e-05,507,1022
I,0.08,-0.03901917114853859,-0.03668649308383465,8.039532481489714e-05,507,1022
I,0.09,-0.037816669791936874,-0.03344088979065418,8.47442281100712e-05,507,1022
I,0.1,-0.03334132581949234,-0.029746062587946653,8.184743887058986e-05,507,1022
I,0.11,-0.03232599049806595,-0.02682274766266346,8.689056397746468e-05,507,1022
I,0.12,-0.031183762475848198,-0.024332184344530106,8.97649351746654e-05,507,1022
I,0.13,-0.02934497408568859,-0.019759478163905442,8.711944309641124e-05,507,1022
I,0.14,-0.028205550275743008,-0.015971251763403416,9.518282523176968e-05,507,1022
I,0.15,-0.026763398200273514,-0.007292240625247359,9.860512631916313e-05,507,1022
I,0.16,-0.024962617084383965,-2.6123049792659003e-05,0.00010393883434124176,507,1022
I,0.17,-0.02104845829308033,0.009606426814571023,0.00011221397893789339,507,1022
I,0.18,-0.016983410343527794,0.01895281532779336,0.00012228102928062875,507,1022
I,0.19,-0.008446807507425547,0.0306421578861773,0.0001327759205324672,507,1022
I,0.2,-0.0007392029510810971,0.044595275074243546,0.00014632099536246513,507,1022
I,0.21,0.003768284572288394,0.05965740978717804,0.00015670400598100911,507,1022
