lead,time_from_QRS_s,high_risk_median_mV,low_risk_median_mV,high_risk_mean_absolute_IG,high_risk_n,low_risk_n
I,0.22,0.007575717754662037,0.07256975024938583,0.0001651920455645719,507,1022
I,0.23,0.013019831851124763,0.08114572614431381,0.00016708560092135226,507,1022
I,0.24,0.014762277249246836,0.08791997469961643,0.0001720599555446363,507,1022
I,0.25,0.013447320088744164,0.08666477911174297,0.0001686714146227443,507,1022
I,0.26,0.016689245123416185,0.08149891160428524,0.00016852936826437114,507,1022
I,0.27,0.017467524856328964,0.07865943759679794,0.00015785359592529978,507,1022
I,0.28,0.015591188333928585,0.06252874806523323,0.00014660024533355475,507,1022
I,0.29,0.0153990238904953,0.04600756336003542,0.00014522551900883742,507,1022
I,0.3,0.01306448713876307,0.02982927393168211,0.00014449862794034527,507,1022
I,0.31,0.011782797519117594,0.018268860410898924,0.00014014639549373255,507,1022
I,0.32,0.010893256403505802,0.008378490805625916,0.00012841889570801838,507,1022
I,0.33,0.008907321840524673,0.0010296162508893758,0.000119772675809815,507,1022
I,0.34,0.006958894431591034,-0.002510920283384621,0.00012311444059188957,507,1022
I,0.35,0.004335702862590551,-0.006030062562786043,0.00011858164405618829,507,1022
I,0.36,0.0038784396601840854,-0.009219000639859587,0.00010814446473421392,507,1022
I,0.37,0.0019195801578462124,-0.01115157618187368,0.00010674982311134158,507,1022
I,0.38,0.0020488048903644085,-0.01256017666310072,0.00010691015910618206,507,1022
I,0.39,0.002458887582179159,-0.01278272399213165,0.00010681531671045514,507,1022
I,0.4,0.001465218490920961,-0.013915112474933267,0.00010954880962551529,507,1022
I,0.41,0.001430101168807596,-0.013420882634818554,0.00011007849850205555,507,1022
I,0.42,-0.0007560608792118728,-0.013109783176332712,0.0001125875169462379,507,1022
I,0.43,0.00017847177514340729,-0.013059328077360988,0.00011719735043683098,507,1022
I,0.44,6.103516057009983e-07,-0.012534433277323842,0.00012754561259621373,507,1022
I,0.45,-0.00011956559319514781,-0.012904937379062176,0.00012506907582128556,507,1022
I,0.46,-0.0015634536975994706,-0.013021267717704177,0.0001260734509535377,507,1022
I,0.47,-0.001657397486269474,-0.012880233582109213,0.00013228507083960146,507,1022
I,0.48,-0.0019382601021789014,-0.013112021842971444,0.0001377762977457493,507,1022
I,0.49,-0.004495739936828613,-0.012343197129666805,0.00013955946945545596,507,1022
I,0.5,-0.004933333024382591,-0.013450352009385824,0.0001300471433805789,507,1022
I,0.51,-0.006116888951510191,-0.014061430236324668,0.00013413375588337267,507,1022
I,0.52,-0.0038488429272547364,-0.014094229321926832,0.00014529964065496,507,1022
I,0.53,-0.0027698236517608166,-0.013702621683478355,0.00014861638865253923,507,1022
I,0.54,-0.00353973894380033,-0.015881771687418222,0.00014907304510318334,507,1022
I,0.55,-0.0038144271820783615,-0.015064706560224295,0.0001574967000576079,507,1022
I,0.56,-0.004348552320152521,-0.016741249710321426,0.00015081378234213898,507,1022
I,0.57,-0.0039406223222613335,-0.01570979133248329,0.0001497811086912885,507,1022
I,0.58,-0.004013150464743376,-0.01610199804417789,0.00015924640546185,507,1022
I,0.59,-0.004668359528295696,-0.015247513307258487,0.00015378319621259712,507,1022
II,-0.4,-0.00032894901232793927,-0.003549235640093684,9.429661625606776e-05,507,1022
II,-0.39,0.0008339264313690364,-0.005844381637871265,8.81452697223491e-05,507,1022
II,-0.38,0.0017337525496259332,-0.007257549441419542,9.191028458655587e-05,507,1022
II,-0.37,0.001821053483581636,-0.007392943138256669,8.686856367596653e-05,507,1022
II,-0.36,0.002603366272523999,-0.00739514350425452,8.873778600281757e-05,507,1022
II,-0.35,0.0041664582677185535,-0.009663800592534244,9.127092835609904e-05,507,1022
II,-0.34,0.0036678628530353308,-0.009568797424435616,9.167425227219135e-05,507,1022
II,-0.33,0.0028856671415269375,-0.011016538483090699,8.573198879994876e-05,507,1022
II,-0.32,0.0027329667937010527,-0.011384192272089422,8.828227477486059e-05,507,1022
II,-0.31,0.002259369008243084,-0.012611788231879473,7.92190290461765e-05,507,1022
II,-0.3,0.003052643733099103,-0.01315877865999937,7.67294024657327e-05,507,1022
II,-0.29,0.00502391392365098,-0.014615488238632679,7.689156238067372e-05,507,1022
II,-0.28,0.005275354254990816,-0.014810378663241863,7.186917633893479e-05,507,1022
II,-0.27,0.005188122857362032,-0.016053796745836735,6.724755725541823e-05,507,1022
II,-0.26,0.00430281413719058,-0.01616755162831396,6.883530939256518e-05,507,1022
II,-0.25,0.003820462505245814,-0.01662929099984467,6.848766616270461e-05,507,1022
II,-0.24,0.0037196872290223837,-0.015222863527014852,6.829242776112775e-05,507,1022
II,-0.23,0.0033946435432881117,-0.013928979635238647,6.821722874488091e-05,507,1022
II,-0.22,0.006379785481840372,-0.012819124851375818,7.591811906171885e-05,507,1022
II,-0.21,0.006257041823118925,-0.010395123477792367,7.17026630845803e-05,507,1022
II,-0.2,0.0074397053103893995,-0.006547440425492823,7.93669122051446e-05,507,1022
II,-0.19,0.0089533356949687,0.0016753567615523934,7.477472627872869e-05,507,1022
II,-0.18,0.009427022654563189,0.014472754206508398,8.011002284559032e-05,507,1022
II,-0.17,0.011172879487276077,0.023139034863561392,7.923501480438597e-05,507,1022
II,-0.16,0.012018212117254734,0.0293847369030118,7.83230546705437e-05,507,1022
II,-0.15,0.00962174590677023,0.03347117081284523,7.396578086792514e-05,507,1022
II,-0.14,0.007561875972896814,0.030847379006445408,7.281528560730552e-05,507,1022
II,-0.13,0.0034395901020616293,0.020724068162962794,6.880457217463065e-05,507,1022
II,-0.12,-0.0022197049111127853,0.0056229038164019585,6.616973860923231e-05,507,1022
II,-0.11,-0.005498032842297107,-0.011937331408262253,5.543540434539222e-05,507,1022
II,-0.1,-0.00950040016323328,-0.027304152492433786,5.562354490809653e-05,507,1022
II,-0.09,-0.014534351415932178,-0.03798065800219774,5.29500597053297e-05,507,1022
II,-0.08,-0.018220715457573533,-0.04412776231765747,5.932222022848557e-05,507,1022
II,-0.07,-0.0212753526866436,-0.050346141681075096,6.241265337358215e-05,507,1022
II,-0.06,-0.02419096790254116,-0.05076700448989868,7.721052080777332e-05,507,1022
II,-0.05,-0.021072864532470703,-0.049319468438625336,9.298142468773867e-05,507,1022
II,-0.04,-0.02260424755513668,-0.051756237633526325,0.00012543513715022973,507,1022
II,-0.03,-0.028724228963255882,-0.0537511445581913,0.0001459276495123369,507,1022
II,-0.02,0.0047150119207799435,0.02548112627118826,0.00016210335591357216,507,1022
II,-0.01,0.10917095467448235,0.2929043471813202,0.00028429414739737034,507,1022
II,0.0,0.250199094414711,0.5911599099636078,0.0006970066601567794,507,1022
II,0.01,0.11082176119089127,0.313078373670578,0.0002242040775404163,507,1022
II,0.02,-0.06551270186901093,-0.03700168803334236,0.00011364582948267653,507,1022
II,0.03,-0.06090816669166088,-0.06264190375804901,9.541500856085096e-05,507,1022
II,0.04,-0.056952256709337234,-0.05085446313023567,8.087450158477522e-05,507,1022
II,0.05,-0.04973912052810192,-0.04505085851997137,7.403034028771684e-05,507,1022
II,0.06,-0.04358081519603729,-0.047272657975554466,6.292605108093149e-05,507,1022
II,0.07,-0.036708954721689224,-0.0445365896448493,6.374970214557689e-05,507,1022
II,0.08,-0.03421810641884804,-0.0433823773637414,5.930201052616774e-05,507,1022
II,0.09,-0.030942306853830814,-0.03907686099410057,6.442392629065997e-05,507,1022
II,0.1,-0.028107425197958946,-0.03779656160622835,5.8493412478969286e-05,507,1022
II,0.11,-0.025705799460411072,-0.03431002888828516,6.415561554594436e-05,507,1022
II,0.12,-0.023624541237950325,-0.030747023411095142,5.830328350702399e-05,507,1022
II,0.13,-0.019855013117194176,-0.024354365188628435,6.594613430435869e-05,507,1022
II,0.14,-0.018927055411040783,-0.020569403190165758,6.538628976793006e-05,507,1022
II,0.15,-0.01447138749063015,-0.012093530502170324,6.983621509939011e-05,507,1022
II,0.16,-0.009751498699188232,-0.004012629186036065,7.321179108644611e-05,507,1022
II,0.17,-0.002286775008542463,0.007628139574080706,8.254294947940672e-05,507,1022
II,0.18,0.003786451299674809,0.017244955524802208,9.030294073006477e-05,507,1022
II,0.19,0.019654884934425354,0.031985869631171227,0.00010106044118105614,507,1022
II,0.2,0.02197941765189171,0.044991252943873405,0.00011267774218621942,507,1022
II,0.21,0.03283072728663683,0.05972644034773111,0.00012346223028549937,507,1022
II,0.22,0.037189241498708725,0.0723595954477787,0.00012607353875128375,507,1022
II,0.23,0.041021810844540596,0.08586486615240574,0.00013806087316975326,507,1022
II,0.24,0.04088733717799187,0.09296012297272682,0.00013643349700083083,507,1022
II,0.25,0.04082971252501011,0.09843812696635723,0.00013744182624449757,507,1022
II,0.26,0.03696916624903679,0.09946358948945999,0.0001268388840164084,507,1022
II,0.27,0.03256588336080313,0.08966905437409878,0.00011751088774493247,507,1022
II,0.28,0.03187313675880432,0.0786341205239296,0.00010964479144777003,507,1022
II,0.29,0.026380235329270363,0.0625869045034051,0.00010450328737499072,507,1022
II,0.3,0.022980323061347008,0.0483618238940835,9.860263998165278e-05,507,1022
II,0.31,0.019788743928074837,0.032234481535851955,9.613259150344814e-05,507,1022
II,0.32,0.01734195090830326,0.019410289358347654,9.110854129851554e-05,507,1022
II,0.33,0.015585478860884905,0.009172578458674252,8.500210212316412e-05,507,1022
II,0.34,0.013760712463408709,0.001722608314594254,8.203384862623721e-05,507,1022
II,0.35,0.010214000707492232,-0.0017434088076697662,8.252056729293606e-05,507,1022
II,0.36,0.008006563177332282,-0.005075181368738413,7.232732919763581e-05,507,1022
II,0.37,0.007600654847919941,-0.005923030781559646,7.342898009911889e-05,507,1022
II,0.38,0.006806535879150033,-0.00869603012688458,7.152676342350221e-05,507,1022
II,0.39,0.004780721850693226,-0.008981704246252775,7.22374207755768e-05,507,1022
II,0.4,0.005365079967305064,-0.009271597722545266,7.780989201779414e-05,507,1022
II,0.41,0.0037843124009668827,-0.009212387725710869,7.785439798536686e-05,507,1022
II,0.42,0.0018329464364796877,-0.00930965319275856,7.793906614723835e-05,507,1022
II,0.43,0.002035959856584668,-0.008743758662603796,7.85140735128769e-05,507,1022
II,0.44,-0.0005781021318398416,-0.008248002908658236,8.340512319735061e-05,507,1022
II,0.45,2.735137240961194e-05,-0.007125667994841933,8.905147440077089e-05,507,1022
II,0.46,0.00013333739480003715,-0.0057760721538215876,8.644539916465965e-05,507,1022
II,0.47,-0.0024875887320376933,-0.006662730942480266,9.300885868445151e-05,507,1022
II,0.48,-0.004945927765220404,-0.0061742442194372416,9.291560899755475e-05,507,1022
II,0.49,-0.0037201661616563797,-0.006803604308515787,9.15359589347587e-05,507,1022
II,0.5,-0.005845237988978624,-0.006907020229846239,9.093719527607607e-05,507,1022
II,0.51,-0.005446558119729161,-0.00800892198458314,9.630027948856563e-05,507,1022
II,0.52,-0.008391305804252625,-0.007806472829543054,0.00010450965534031053,507,1022
II,0.53,-0.009373887907713652,-0.00820160168223083,9.941513519086177e-05,507,1022
II,0.54,-0.011226502712816,-0.00973077630624175,0.00010232519978608173,507,1022
II,0.55,-0.010824457975104451,-0.010140466038137674,0.00010133038871442868,507,1022
II,0.56,-0.01175120275001973,-0.011648767162114382,9.850482614221676e-05,507,1022
II,0.57,-0.012456885538995266,-0.013661523582413793,9.743416766257455e-05,507,1022
II,0.58,-0.013911226764321327,-0.014942084439098835,9.84467919784635e-05,507,1022
II,0.59,-0.011504298076033592,-0.015046299900859594,9.629311072143813e-05,507,1022
III,-0.4,0.00019857974257320166,0.003953570732846856,0.0001055393626297182,507,1022
III,-0.39,0.0005253784474916756,0.004225970697007142,0.00010420702601179713,507,1022
III,-0.38,0.0018116033097612672,0.004420362412929535,0.0001054190355687874,507,1022
III,-0.37,0.0008604630129411817,0.0055669405264779925,0.00010306814281711536,507,1022
III,-0.36,0.0007649551844224334,0.005442649071483174,0.0001060894109919641,507,1022
III,-0.35,0.002206787234172225,0.004864272108534351,0.00010553081164276458,507,1022
III,-0.34,0.00187416622065939,0.00481041643070057,0.00010076772323921436,507,1022
III,-0.33,0.002095913718221709,0.00448852579575032,9.851438904297957e-05,507,1022
III,-0.32,0.0035488863941282034,0.0041679153218865395,9.890832835909188e-05,507,1022
III,-0.31,0.0042332622688263655,0.0038303754408843815,9.442684182856627e-05,507,1022
III,-0.3,0.003898789524100721,0.00403058307711035,9.095688101916051e-05,507,1022
III,-0.29,0.002171226544305682,0.0036436672671698034,9.171618696519022e-05,507,1022
III,-0.28,0.002752584288828075,0.003936969907954335,9.084831014164328e-05,507,1022
III,-0.27,0.005200570914894342,0.0037294282810762525,8.264567733709577e-05,507,1022
III,-0.26,0.003805900167208165,0.004087241657543927,8.82346310859978e-05,507,1022
III,-0.25,0.003332940861582756,0.0036466997116804123,8.533861961440563e-05,507,1022
III,-0.24,0.0025058172759599984,0.004452703462447971,8.394374158833305e-05,507,1022
III,-0.23,0.0024731839075684547,0.00441593729192391,8.654427797203283e-05,507,1022
III,-0.22,0.004767151083797216,0.006017548847012222,9.006269477690795e-05,507,1022
III,-0.21,0.003247319196816534,0.00792992056813091,8.596133375406643e-05,507,1022
III,-0.2,0.004189813509583473,0.00982546538580209,9.192911514599066e-05,507,1022
III,-0.19,0.006114428862929344,0.014135063160210848,8.864863775789601e-05,507,1022
III,-0.18,0.006021249108016491,0.018212871626019478,9.58950813153815e-05,507,1022
III,-0.17,0.006375634111464024,0.021563437738223,8.866064507925535e-05,507,1022
III,-0.16,0.005639694631099701,0.021134179085493088,9.363593191218356e-05,507,1022
III,-0.15,0.0056213159696199,0.02033364726230502,8.70441094214331e-05,507,1022
III,-0.14,0.0022495330777019262,0.014160411898046732,8.710172723342838e-05,507,1022
III,-0.13,-0.0005760345957241952,0.0068205756397219375,8.097778497545934e-05,507,1022
III,-0.12,-0.004216997418552637,-0.00018377452943241224,8.023590283429984e-05,507,1022
III,-0.11,-0.006613955833017826,-0.0064339450327679515,7.379072728246271e-05,507,1022
III,-0.1,-0.008497093571349978,-0.011407998390495777,6.926899829711564e-05,507,1022
III,-0.09,-0.010985969565808773,-0.011414931854233146,6.767206055711215e-05,507,1022
III,-0.08,-0.01197329442948103,-0.013713015243411064,6.823022342129962e-05,507,1022
III,-0.07,-0.014274503104388714,-0.013605974381789565,7.828254008711142e-05,507,1022
III,-0.06,-0.010931059718132019,-0.013247692957520485,0.00010162975115392603,507,1022
III,-0.05,-0.010240450501441956,-0.010971265845000744,0.00013236421457927952,507,1022
III,-0.04,-0.01724795438349247,-0.013951267581433058,0.00017288734172103888,507,1022
III,-0.03,-0.04360073059797287,-0.013028834713622928,0.00020221961618377432,507,1022
III,-0.02,-0.07116039842367172,-0.0275877732783556,0.0002664343184519638,507,1022
III,-0.01,-0.098210908472538,-0.07178591191768646,0.00025095996137489824,507,1022
III,0.0,-0.13878272473812103,-0.09939508885145187,0.0003386252379077222,507,1022
III,0.01,-0.13458029925823212,-0.07632215786725283,0.00037398762710800576,507,1022
III,0.02,-0.09638666361570358,-0.029193725436925888,0.00023842161194734143,507,1022
III,0.03,-0.030514299869537354,-0.018565234262496233,0.00017320786372132836,507,1022
III,0.04,-0.01327787060290575,-0.009634535061195493,0.0001385485161331321,507,1022
III,0.05,-0.0060813408344984055,-0.0068253177450969815,0.00011171456075265661,507,1022
III,0.06,-0.005285683553665876,-0.0051205315394327044,9.190720970814165e-05,507,1022
III,0.07,-0.0027611085679382086,-0.0036570664669852704,8.847880080472361e-05,507,1022
III,0.08,-0.0011131255887448788,-0.004583999747410417,8.099379598144235e-05,507,1022
III,0.09,0.0004681152931880206,-0.004073498654179275,8.339985185627216e-05,507,1022
III,0.1,0.0018156495643779635,-0.004414556038682349,7.748692613671923e-05,507,1022
III,0.11,0.003652391955256462,-0.004598449115292169,8.495176739509752e-05,507,1022
III,0.12,0.0038711526431143284,-0.004262686939910054,8.156722623704897e-05,507,1022
III,0.13,0.006453160662204027,-0.0033305580727756023,9.084675469587358e-05,507,1022
III,0.14,0.00890710111707449,-0.0024905571481212974,8.521760345452697e-05,507,1022
III,0.15,0.01036894740536809,-0.0024773404002189636,9.087019784241623e-05,507,1022
III,0.16,0.01311029028147459,-0.002070338945486583,9.389025012460862e-05,507,1022
III,0.17,0.015941765625029802,-0.0016301834839396179,0.00010414075148498114,507,1022
III,0.18,0.017579546198248863,-0.0009348102903459221,0.00010672264110796253,507,1022
III,0.19,0.021571265533566475,0.0004592150216922164,0.00011600647947741387,507,1022
III,0.2,0.022437313571572304,-0.00014096163317844912,0.00012169822976037663,507,1022
III,0.21,0.02312251180410385,0.001584965197253041,0.00012939400216256235,507,1022
III,0.22,0.025064343586564064,0.0036899791739415377,0.00012612728130865196,507,1022
III,0.23,0.02205825038254261,0.007139082590583712,0.00013454367053821717,507,1022
III,0.24,0.021409155800938606,0.00952476542443037,0.00013539401945203712,507,1022
III,0.25,0.019024832174181938,0.01236074068583548,0.00013274102876538685,507,1022
III,0.26,0.014749976806342602,0.01299074140843004,0.0001289943690902819,507,1022
III,0.27,0.010914986953139305,0.013101241551339626,0.00012480603174675769,507,1022
III,0.28,0.00902621541172266,0.013625811785459518,0.00012062053984532194,507,1022
III,0.29,0.007647658669156954,0.013177772518247366,0.0001187871386773478,507,1022
III,0.3,0.008441281272098422,0.012480258708819747,0.0001130852650142035,507,1022
III,0.31,0.006256524007767439,0.010259937029331923,0.00011077706383708355,507,1022
III,0.32,0.00556364469230175,0.009257472236640751,0.00010506157717031756,507,1022
III,0.33,0.00544341467320919,0.00821071327663958,0.00010633859339956986,507,1022
III,0.34,0.006497086491435766,0.0076616068836301565,0.00010076539230625239,507,1022
III,0.35,0.005510397022590041,0.006738060852512717,9.822587237986811e-05,507,1022
III,0.36,0.00633896654471755,0.006980154081247747,9.193047728634064e-05,507,1022
III,0.37,0.003597761271521449,0.007248392328619957,9.30911109018622e-05,507,1022
III,0.38,0.004217297770082951,0.006937828031368554,9.284935820804515e-05,507,1022
III,0.39,0.004363310523331165,0.006939537590369582,9.153334610437347e-05,507,1022
III,0.4,0.005036029499024153,0.007094870787113905,9.31603952739988e-05,507,1022
III,0.41,0.003443550318479538,0.007932764827273786,9.637227279875882e-05,507,1022
III,0.42,0.00293090459308587,0.008417859324254096,9.547861307579427e-05,507,1022
III,0.43,0.002054682932794094,0.007752424106001854,9.888635319384026e-05,507,1022
III,0.44,0.0012545677600428462,0.008239479269832373,9.767037951469313e-05,507,1022
III,0.45,0.0007519684149883687,0.008862492511980236,0.00010579492470696397,507,1022
III,0.46,0.002104049621266313,0.009278658661060035,0.00010569729702775753,507,1022
III,0.47,0.0027021546848118305,0.009516946971416473,0.00010829339867543556,507,1022
III,0.48,0.0005458152736537158,0.008942711632698774,0.00011111021580419085,507,1022
III,0.49,-0.0005361500661820173,0.008265337790362537,0.00011285179423691606,507,1022
III,0.5,-0.0005711487028747797,0.007779753068462014,0.00011417924654814752,507,1022
III,0.51,-0.001382619608193636,0.0076454514637589455,0.00011584132620680894,507,1022
III,0.52,-0.003465961664915085,0.006954460171982646,0.00011436967230173546,507,1022
III,0.53,-0.00587104819715023,0.006279347464442253,0.00011690530777236698,507,1022
III,0.54,-0.00613890727981925,0.004244975192705169,0.00011424076089018613,507,1022
III,0.55,-0.00708679249510169,0.004123995546251535,0.00011912812434614489,507,1022
III,0.56,-0.007481872569769621,0.003286618390120566,0.00012359907540470476,507,1022
III,0.57,-0.007176487240940332,0.001960327266715467,0.0001195080326932234,507,1022
III,0.58,-0.008246714249253273,0.0008013566912268288,0.00011377375100315784,507,1022
III,0.59,-0.0075993582140654325,0.002180891577154398,0.00011616505904365305,507,1022
aVR,-0.4,0.0018608864629641175,0.005793772405013442,0.0001704884650690061,507,1022
aVR,-0.39,0.0007165106362663209,0.007217423873953521,0.00016637232448244905,507,1022
aVR,-0.38,-0.0010218281531706452,0.00871782936155796,0.00016697177068265864,507,1022
aVR,-0.37,0.00015124112542252988,0.009610611596144736,0.00016546697828773795,507,1022
aVR,-0.36,0.00024434205261059105,0.009878232842311263,0.00016565483769015018,507,1022
aVR,-0.35,-0.00107973488047719,0.011092497734352946,0.0001625192188561045,507,1022
aVR,-0.34,-0.0017305322689935565,0.01131317624822259,0.00016402128638065127,507,1022
aVR,-0.33,-0.000762432930059731,0.012750223744660616,0.00016479137425667086,507,1022
aVR,-0.32,-0.0015889519563643262,0.0124364432413131,0.0001630905227117739,507,1022
aVR,-0.31,-0.0009343074634671211,0.013374850619584322,0.00016033513946927462,507,1022
aVR,-0.3,-0.003016809234395623,0.014426049077883363,0.00015695230016221344,507,1022
aVR,-0.29,-0.002139111515134573,0.015304364264011383,0.0001537104053704038,507,1022
aVR,-0.28,-0.002834511687979102,0.01491772779263556,0.00015212294737769792,507,1022
aVR,-0.27,-0.001982087502256036,0.016001485288143158,0.0001619617671589033,507,1022
aVR,-0.26,-0.0008099788683466613,0.01575573510490358,0.00014995924394380073,507,1022
aVR,-0.25,-0.002056730823824182,0.016536898910999298,0.00015374016352360232,507,1022
aVR,-0.24,-0.0024944811884779483,0.015708300983533263,0.00014961266485012353,507,1022
aVR,-0.23,-0.0018484833417460322,0.014628005214035511,0.00015305046116677277,507,1022
aVR,-0.22,-0.003515030024573207,0.01255460549145937,0.00014454560961975387,507,1022
aVR,-0.21,-0.0035594813525676727,0.012064821785315871,0.00014990044100632823,507,1022
aVR,-0.2,-0.005237207864411175,0.008994466159492731,0.00014596759030677654,507,1022
aVR,-0.19,-0.005224237393122166,0.004099800484254956,0.00015040568173824186,507,1022
aVR,-0.18,-0.006173673085868359,-0.003892644541338086,0.0001431952030196441,507,1022
aVR,-0.17,-0.007380315102636814,-0.014308856800198555,0.00013964415663625287,507,1022
aVR,-0.16,-0.007844145642593503,-0.019947963301092386,0.00014113822758490892,507,1022
aVR,-0.15,-0.008095362456515431,-0.02338453847914934,0.00013770521716354679,507,1022
aVR,-0.14,-0.004854038939811289,-0.02428347524255514,0.0001309753461208426,507,1022
aVR,-0.13,-0.0046026455238461494,-0.018741107545793056,0.00013031201173029541,507,1022
aVR,-0.12,-0.0007313637179322541,-0.009376775939017534,0.00013266333832573154,507,1022
aVR,-0.11,0.001332376734353602,0.00862621609121561,0.00012950168504968285,507,1022
aVR,-0.1,0.005513133481144905,0.020960803143680096,0.00013173671790531072,507,1022
aVR,-0.09,0.0095880595035851,0.03139546886086464,0.0001352291690792118,507,1022
aVR,-0.08,0.012657574377954006,0.03817110043019056,0.00012991964338543666,507,1022
aVR,-0.07,0.018644753843545914,0.042643964290618896,0.00014812100566362232,507,1022
aVR,-0.06,0.01907024346292019,0.04377674590796232,0.00014480617060266842,507,1022
aVR,-0.05,0.017081506550312042,0.04362285137176514,0.00016954138746583247,507,1022
aVR,-0.04,0.013321236241608858,0.04509342089295387,0.00016928763961103304,507,1022
aVR,-0.03,0.012327688746154308,0.053684609942138195,0.0002429190769720436,507,1022
aVR,-0.02,-0.036078207194805145,-0.03776093199849129,0.00019388563619292127,507,1022
aVR,-0.01,-0.1473519280552864,-0.33876460790634155,0.0003564888513248744,507,1022
aVR,0.0,-0.2542674392461777,-0.6381070911884308,0.0005800939768627856,507,1022
aVR,0.01,-0.10226628929376602,-0.3339325115084648,0.00037362755263392286,507,1022
aVR,0.02,0.030999142676591873,0.006918957631569356,0.00031233135037873503,507,1022
aVR,0.03,0.041974276304244995,0.0424839723855257,0.00026006892825883917,507,1022
aVR,0.04,0.04833854362368584,0.04565768875181675,0.00023549401108200792,507,1022
aVR,0.05,0.04696616157889366,0.04164662677794695,0.00020091510282624242,507,1022
aVR,0.06,0.04325251653790474,0.04317319393157959,0.00020740668237677798,507,1022
aVR,0.07,0.040161825716495514,0.040605745278298855,0.00016745217714810736,507,1022
aVR,0.08,0.03759248089045286,0.04030263237655163,0.00017948519919308394,507,1022
aVR,0.09,0.03449176996946335,0.03655594494193792,0.0001510510924303308,507,1022
aVR,0.1,0.03138620685786009,0.03349694050848484,0.00016815848316270644,507,1022
aVR,0.11,0.029242352582514286,0.03087088279426098,0.00015143293585346792,507,1022
aVR,0.12,0.02643585205078125,0.02792352670803666,0.0001647214490274626,507,1022
aVR,0.13,0.024714529514312744,0.022136417217552662,0.00015246854771126602,507,1022
aVR,0.14,0.02205139957368374,0.01894086296670139,0.0001581970421805142,507,1022
aVR,0.15,0.01909381290897727,0.010347562842071056,0.00015219237175187085,507,1022
aVR,0.16,0.014297815971076488,0.002333573705982417,0.00015542878540201745,507,1022
aVR,0.17,0.009504354558885098,-0.007089358463417739,0.00014674574464331065,507,1022
aVR,0.18,0.004186317673884332,-0.017714102985337377,0.0001483843548302426,507,1022
aVR,0.19,-0.003821347374469042,-0.029697523452341557,0.00014125384013407655,507,1022
aVR,0.2,-0.00972304493188858,-0.04313373938202858,0.00014505762207533634,507,1022
aVR,0.21,-0.019579961895942688,-0.05821104906499386,0.00014890776146323905,507,1022
aVR,0.22,-0.02196539007127285,-0.071888018399477,0.0001496386795389926,507,1022
aVR,0.23,-0.026915518566966057,-0.08582690730690956,0.0001476985121933179,507,1022
aVR,0.24,-0.02751917950809002,-0.09181559830904007,0.00015361692613349314,507,1022
aVR,0.25,-0.029623806476593018,-0.09356056712567806,0.0001544581778594071,507,1022
aVR,0.26,-0.027298415079712868,-0.09070713631808758,0.00015463166392062967,507,1022
aVR,0.27,-0.025580773130059242,-0.08194814808666706,0.00015109205395615202,507,1022
aVR,0.28,-0.02499475423246622,-0.07183591462671757,0.0001523828635848915,507,1022
aVR,0.29,-0.021177493035793304,-0.05683998391032219,0.0001575768586479241,507,1022
aVR,0.3,-0.01901990734040737,-0.03939301799982786,0.00015955376740041667,507,1022
aVR,0.31,-0.0179772786796093,-0.023476488888263702,0.00015939803962312303,507,1022
aVR,0.32,-0.013632901012897491,-0.01278895908035338,0.0001659940767900718,507,1022
aVR,0.33,-0.011389289051294327,-0.004697872558608651,0.0001642536043515101,507,1022
aVR,0.34,-0.01082185609266162,0.002103925566188991,0.0001648045413354166,507,1022
aVR,0.35,-0.007807692280039191,0.004340094339568168,0.00016138544111924996,507,1022
aVR,0.36,-0.006632424658164382,0.007027077197562903,0.00016181662979217984,507,1022
aVR,0.37,-0.005777273792773485,0.008418291807174683,0.0001579151151599791,507,1022
aVR,0.38,-0.00442404072964564,0.010304955765604973,0.0001574460355415134,507,1022
aVR,0.39,-0.003822794300504029,0.009878878016024828,0.00016194600918950178,507,1022
aVR,0.4,-0.002499955939128995,0.0108393847476691,0.00015999731478621502,507,1022
aVR,0.41,-0.0022774485405534506,0.010594213847070932,0.00015505538574282407,507,1022
aVR,0.42,-0.0013047425309196115,0.010790942003950477,0.00016541541138335886,507,1022
aVR,0.43,0.00022573128808289766,0.010129819624125957,0.00015828768160338523,507,1022
aVR,0.44,-0.00030739043722860515,0.010400019120424986,0.00016923734277688278,507,1022
aVR,0.45,0.0008027939475141466,0.00982964294962585,0.00016498558104238964,507,1022
aVR,0.46,0.0013467659009620547,0.009613499394617975,0.0001732785310697313,507,1022
aVR,0.47,0.0020920855458825827,0.009343041107058525,0.00018417668574499205,507,1022
aVR,0.48,0.002623515436425805,0.009568880079314113,0.0001845635588071948,507,1022
aVR,0.49,0.004071222152560949,0.009171740966849029,0.00018496045000832175,507,1022
aVR,0.5,0.0052870698273181915,0.010548381833359599,0.00018406877255418722,507,1022
aVR,0.51,0.005892244000278879,0.010494839516468346,0.00017783012906794386,507,1022
aVR,0.52,0.0074143060483038425,0.01088359038112685,0.0001854669777942247,507,1022
aVR,0.53,0.006212338805198669,0.011474122991785407,0.00018554998662722618,507,1022
aVR,0.54,0.007338140392675996,0.012917130952700973,0.0001823698857501439,507,1022
aVR,0.55,0.005229095637332648,0.013556891353800893,0.0001791483671744137,507,1022
aVR,0.56,0.0062554070027545094,0.014365462120622396,0.00018769510404564163,507,1022
