lead,time_from_QRS_s,high_pointwise_2.5pct,high_pointwise_97.5pct,low_pointwise_2.5pct,low_pointwise_97.5pct,difference_pointwise_2.5pct,difference_pointwise_97.5pct,IG_pointwise_2.5pct,IG_pointwise_97.5pct
I,-0.23,-0.0008043868107051821,0.0026285040290531395,-0.017908859066665173,-0.015193137107416987,0.015313470629644143,0.019920198920863184,9.296973588967955e-05,0.00010741930406276391
I,-0.22,-0.0011222785076824948,0.004400120771606451,-0.016097962216008455,-0.013214481004979461,0.01334215087335906,0.019251920438546215,9.690645274369283e-05,0.00011057937424241124
I,-0.21,-0.0003506650140479904,0.003722871205536648,-0.01594284065067768,-0.012485885061323643,0.013246264464396518,0.018836462980834766,9.675221187853188e-05,0.00011327189402790465
I,-0.2,0.0002549571163399379,0.004592262799269519,-0.013331170403398573,-0.009715816128300508,0.011276029144937638,0.016732979912194423,9.287700354907896e-05,0.00010539871640699789
I,-0.19,0.0009215563964971807,0.00540582404937595,-0.011573522922117264,-0.0075280736782588065,0.009205588145414367,0.015648562571732326,9.529752883691642e-05,0.00011033424427276759
I,-0.18,0.0002828075521392748,0.004857766395434734,-0.0061616189777851105,-0.0009765913655428453,0.0029774911476124545,0.00996802888039383,9.694889583584936e-05,0.0001099735514032443
I,-0.17,0.0021499022550415248,0.006271852646023035,-0.0008750939188757911,0.004128411342026083,-0.0009506905837042722,0.005857054489024448,9.630953537491343e-05,0.00011098928576809493
I,-0.16,0.003358191344887018,0.007879568441421724,0.005597485153703019,0.013243584893643856,-0.00792206305777654,0.00029106434521963565,9.459567719682306e-05,0.000107606388765643
I,-0.15,0.004176783998264,0.00896439418720547,0.012089185509830713,0.01793549044523388,-0.012082277894660366,-0.005321927554905418,9.326472098265496e-05,0.00010592011293879978
I,-0.14,0.0036537371437589173,0.008805994875729084,0.016028503142297267,0.02084022860508412,-0.016299158817855642,-0.009266144386492675,9.12949549406973e-05,0.00010563061185333147
I,-0.13,0.0030136273708194494,0.00861369206759263,0.012751388433389365,0.018253611979889683,-0.014120953348174226,-0.006434824830648741,8.799368645119395e-05,0.00010420346838592284
I,-0.12,-0.0007549732079496607,0.004614881280576805,0.0066604045554413465,0.014385589226731093,-0.012101273536609369,-0.003621759895759169,8.436661841317088e-05,9.853393410116413e-05
I,-0.11,-0.0040435396011162085,0.0009406235534697771,-0.007434553149505518,-0.0007354477420449257,-0.0018463538428477478,0.007001823507016524,8.11790051887349e-05,9.549701638823941e-05
I,-0.1,-0.0063069828960578885,-0.0004819139445317013,-0.018666129559278488,-0.013084361067740254,0.008593272347934545,0.01668362597702071,7.28633016124266e-05,8.31172675570767e-05
I,-0.09,-0.008220642805099487,-0.003084968990879141,-0.027396379166748374,-0.02278096297523007,0.01587417263071984,0.022303752557854748,6.967955107546236e-05,8.008478636485489e-05
I,-0.08,-0.011874546797480434,-0.005996430300729117,-0.033205073326826096,-0.02875906601548195,0.018431787798181175,0.025834727949404623,7.376785766263209e-05,8.443668893469354e-05
I,-0.07,-0.015392263955436646,-0.009727097116410732,-0.03790982598438859,-0.033522024110425264,0.020187077339505775,0.02710156608955003,7.271389323132255e-05,8.611914204480973e-05
I,-0.06,-0.017344171414151788,-0.011082646483555437,-0.03924496076069772,-0.03493628350552171,0.019973612966714425,0.02672611399902962,7.85060088444038e-05,9.221583251207655e-05
I,-0.05,-0.017175027064513414,-0.008085889741778374,-0.041784588783048096,-0.03843323026085273,0.023109476664103568,0.03244767984506325,9.424480929472599e-05,0.00012168043003765055
I,-0.04,-0.011748734521097504,-0.003418385233453593,-0.040195748279802504,-0.03532172025879845,0.02500166492536664,0.03484866163198603,0.0001405356109684652,0.00018111372875073331
I,-0.03,-0.001988308146246709,0.026110988133586942,-0.04897681092843413,-0.04353677150793374,0.04325492313364521,0.07279556054854765,0.0002371100554840249,0.0003391924554754896
I,-0.02,0.058318541804328564,0.10412252135574818,0.045406548958271745,0.06820462802425027,-0.0035382397240027786,0.04879906680434942,0.00038359361114659806,0.0005064330615957368
I,-0.01,0.20922666788101196,0.25902074575424194,0.37996585927903653,0.4336904397234321,-0.21417806567624212,-0.13821157813072205,0.0005753195269623722,0.0006809144169016298
I,0.0,0.26105988323688506,0.33747848868370056,0.6023321747779846,0.6541587047278881,-0.3770734813995659,-0.2869244500994682,0.0008711565177158338,0.0010697365316677733
I,0.01,0.12679483741521835,0.16755510866641998,0.2782915532588959,0.35039126276969906,-0.20973349222913384,-0.12373420149087914,0.0004187178055835546,0.0005609065874269604
I,0.02,-0.0010694185344618744,0.042154692113399506,-0.01486158324405551,0.014128190733026687,-0.0026856913245865144,0.04580593023565597,0.00014380831538429235,0.00018464239372039737
I,0.03,-0.02720844274153933,-0.012012455938383945,-0.040093117486685516,-0.026300207152962687,0.0026174375670962036,0.021569642331451172,9.737754202251328e-05,0.00012072635881751801
I,0.04,-0.038872749800793825,-0.031501175928860904,-0.04122583409771323,-0.03173756133764982,-0.004929583054035902,0.0059518722584471105,8.314171959596276e-05,0.00010074909864888253
I,0.05,-0.04089030250906944,-0.03192305016564206,-0.038011898007243874,-0.031816518097184596,-0.007099421648308635,0.004383117239922282,8.041439320088707e-05,9.34585748716048e-05
I,0.06,-0.041581319319084285,-0.03505268839653582,-0.0406867666170001,-0.03547219205647708,-0.004714486864395439,0.0032257320126518555,7.408142914849224e-05,8.605350562141675e-05
I,0.07,-0.041516480362042786,-0.033504631370306015,-0.038854144513607025,-0.0349564703181386,-0.004457048792392016,0.00428098100237548,7.465432592082583e-05,8.620050859580411e-05
I,0.08,-0.04170710875187069,-0.03626681354362518,-0.03874516154173761,-0.03201693326700479,-0.007986366585828363,0.0011952136643230888,7.469003502519123e-05,8.629281490335888e-05
I,0.09,-0.040777946915477516,-0.034249916940461846,-0.036156009696424005,-0.0301023218780756,-0.008853740082122386,4.898011684415337e-06,7.942078315662195e-05,9.056991103002185e-05
I,0.1,-0.03874946688301861,-0.029539796384051447,-0.03392568030394614,-0.02705017188563943,-0.010186818707734347,0.0020991543191484943,7.696840721757956e-05,8.684107795739529e-05
I,0.11,-0.03886593191418797,-0.02720972113311291,-0.029372664366383104,-0.024251069012098014,-0.01215614665998146,0.0004666527849622037,8.160350034775337e-05,9.325299030746203e-05
I,0.12,-0.03548334408551455,-0.027158114966005086,-0.027486718120053412,-0.022090849443338813,-0.011902890028432011,-0.0018420789740048356,8.334271354870622e-05,9.587381136031525e-05
I,0.13,-0.035320167802274226,-0.025342850014567375,-0.02174065262079239,-0.017713000904768707,-0.01585183982970193,-0.005175027484074235,8.195842431474108e-05,9.321389195427862e-05
I,0.14,-0.033662204584106806,-0.023561056703329086,-0.019125518563669175,-0.012890075711766258,-0.018864569492870943,-0.0071217804565094425,8.93608668885523e-05,0.00010126467572046255
I,0.15,-0.03364072716794908,-0.021922504797112198,-0.010427017405163497,-0.0037566300597973185,-0.027316181038622746,-0.013305797195062046,9.200697455868354e-05,0.0001059409038619917
I,0.16,-0.029146002721972764,-0.020495652221143246,-0.004144412058667513,0.004672439964542711,-0.03133557215332985,-0.018099606933537873,9.78843915315429e-05,0.00011088021940042132
I,0.17,-0.02545032458147034,-0.01673412761301734,0.005073265856481157,0.013913894735742355,-0.03717855558497831,-0.024192558604409,0.00010560547509211074,0.00012092180907412912
I,0.18,-0.0208736754997517,-0.011604440072551375,0.014231203612871468,0.022806590958498407,-0.04121277570957318,-0.029184891970362514,0.00011340944242740423,0.000132373402699468
I,0.19,-0.014888586080633103,-0.0022865193895995617,0.02525800373405218,0.036482041631825265,-0.047760102406027724,-0.03028853669366072,0.0001221915298362646,0.00014374281146188383
I,0.2,-0.00768984598107636,0.006917832727776833,0.03880105260759592,0.05085499831475317,-0.05391924461600865,-0.03722446688334458,0.00013490954654035454,0.00015910927983401026
I,0.21,-0.003639467842003796,0.012216315406840277,0.05035939812660217,0.06560324407182633,-0.06460222855093889,-0.04358056843775559,0.00014408611889942232,0.00017206932431447614
