cohort,n,events,patients,threshold_name,threshold_raw,threshold_calibrated,tp,fp,tn,fn,alerts_n,nonalerts_n,sensitivity,sensitivity_ci_lower,sensitivity_ci_upper,specificity,specificity_ci_lower,specificity_ci_upper,false_negative_rate,false_negative_rate_ci_lower,false_negative_rate_ci_upper,false_positive_rate,false_positive_rate_ci_lower,false_positive_rate_ci_upper,ppv,ppv_ci_lower,ppv_ci_upper,npv,npv_ci_lower,npv_ci_upper,false_discovery_rate,false_discovery_rate_ci_lower,false_discovery_rate_ci_upper,alert_fraction,alert_fraction_ci_lower,alert_fraction_ci_upper,alerts_per_1000,alerts_per_1000_ci_lower,alerts_per_1000_ci_upper,false_alerts_per_1000,false_alerts_per_1000_ci_lower,false_alerts_per_1000_ci_upper,deaths_detected_per_1000,deaths_detected_per_1000_ci_lower,deaths_detected_per_1000_ci_upper,deaths_missed_per_1000,deaths_missed_per_1000_ci_lower,deaths_missed_per_1000_ci_upper,deaths_per_100_alerts,deaths_per_100_alerts_ci_lower,deaths_per_100_alerts_ci_upper,alerts_per_death_detected,alerts_per_death_detected_ci_lower,alerts_per_death_detected_ci_upper
external_article_saved,290920,3619,203825,low,0.456303122639656,0.006100219750630625,2877,110788,176513,742,113665,177255,0.7949709864603481,0.781595743220781,0.8079139172136888,0.6143835211154851,0.6119015823161991,0.6167568641482732,0.20502901353965183,0.19208608278631123,0.21840425677921904,0.38561647888451484,0.38324313585172676,0.3880984176838009,0.025311221572163815,0.024421578372472073,0.026222845888255332,0.9958139403683958,0.9955182437770513,0.9961156385293116,0.9746887784278362,0.9737771541117447,0.975578421627528,0.390708785920528,0.3883208406869827,0.3931922350879934,390.708785920528,388.3208406869827,393.19223508799337,380.8194692699024,378.4753911960462,383.2408991889727,9.8893166506256,9.536640551531258,10.249623345782544,2.550529355149182,2.3655440919747472,2.731743560668945,2.5311221572163816,2.442157837247207,2.6222845888255333,39.50816823079597,38.13468623589228,40.94739434097421
external_article_saved,290920,3619,203825,high,0.6162797212600708,0.03996974708927296,1196,7738,279563,2423,8934,281986,0.3304780326056922,0.3151061430889353,0.3464078767349339,0.9730665747769761,0.9723051201672187,0.973831916142321,0.6695219673943078,0.6535921232650661,0.6848938569110646,0.026933425223023937,0.026168083857678916,0.02769487983278134,0.13387060667114395,0.1266679771769592,0.1409112348449611,0.9914073748342116,0.9910784503320192,0.9917533132833484,0.8661293933288561,0.859088765155039,0.8733320228230408,0.030709473394747697,0.029904288908781274,0.03151688317566001,30.709473394747697,29.90428890878127,31.51688317566001,26.59837756084147,25.845493820271848,27.352762542060574,4.111095833906228,3.882427135346456,4.34219140980938,8.328750171868554,7.9966357112138935,8.649170441652966,13.387060667114396,12.66679771769592,14.091123484496109,7.469899665551839,7.096666217748351,7.8946552224371365
